City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Bay Roberts,CA,2021-11-20 02:55:15,47.5999,-53.2648,56.05,86,100,7.0
295,Sungaipenuh,ID,2021-11-20 02:55:16,-2.0833,101.3833,79.02,48,100,3.87
296,Koungou,YT,2021-11-20 02:55:16,-12.7336,45.2042,78.51,78,0,3.44
297,Rawalpindi,PK,2021-11-20 02:55:16,33.6007,73.0679,60.51,31,0,3.13
298,Goksun,TR,2021-11-20 02:55:16,38.021,36.4973,40.68,93,100,5.26
299,Pabna,BD,2021-11-20 02:55:16,24.0,89.25,75.88,56,30,2.82
300,Umm Kaddadah,SD,2021-11-20 02:55:17,13.6017,26.6876,71.55,23,0,19.1
301,Kampene,CD,2021-11-20 02:55:17,-3.6,26.6667,66.58,99,69,1.66
302,Awjilah,LY,2021-11-20 02:55:17,29.1081,21.2869,63.07,76,89,8.9
303,Amga,RU,2021-11-20 02:55:17,60.8953,131.9608,-12.35,93,93,0.98
304,Tecoanapa,MX,2021-11-20 02:55:18,16.5167,-98.75,78.55,81,7,3.76
305,Ostersund,SE,2021-11-20 02:55:18,63.1792,14.6357,34.61,93,75,24.16
306,Turayf,SA,2021-11-20 02:55:18,31.6725,38.6637,53.85,100,75,8.05
307,Stange,NO,2021-11-20 02:55:18,60.718,11.1942,38.62,72,73,2.53
308,Ryzdvyanyy,RU,2021-11-20 02:55:18,45.2656,41.8389,36.3,92,100,7.54
309,Wanning,CN,2021-11-20 02:55:19,18.8003,110.3967,79.52,73,96,8.72
310,Hashtrud,IR,2021-11-20 02:55:19,37.4779,47.0508,34.29,57,41,1.7
311,San Cristobal,VE,2021-11-20 02:55:19,7.7669,-72.225,69.98,84,58,1.68
312,Tabou,CI,2021-11-20 02:55:19,4.423,-7.3528,79.27,87,22,5.64
313,Altamira,BR,2021-11-20 02:55:20,-3.2033,-52.2064,75.0,90,84,0.94
314,Lorengau,PG,2021-11-20 02:55:20,-2.0226,147.2712,86.18,60,10,4.59
315,Xuddur,SO,2021-11-20 02:55:20,4.1213,43.8894,68.81,97,21,10.36
316,Kununurra,AU,2021-11-20 02:55:20,-15.7667,128.7333,98.58,41,37,8.05
317,Kaitangata,NZ,2021-11-20 02:55:21,-46.2817,169.8464,58.6,78,100,5.39
318,Jiangyou,CN,2021-11-20 02:55:21,31.7667,104.7167,57.9,71,98,3.6
319,Bandarbeyla,SO,2021-11-20 02:55:21,9.4942,50.8122,75.38,77,64,6.69
320,Samarai,PG,2021-11-20 02:55:21,-10.6167,150.6667,81.72,80,38,12.66
321,Uyovu,TZ,2021-11-20 02:55:22,-3.2833,31.5258,61.47,84,92,0.45
322,Kawalu,ID,2021-11-20 02:55:22,-7.3817,108.2082,79.54,76,97,2.93
323,Shirakawa,JP,2021-11-20 02:55:22,37.1223,140.2376,57.96,52,3,6.46
324,Varhaug,NO,2021-11-20 02:55:22,58.6147,5.6457,46.89,88,100,6.89
325,Pochutla,MX,2021-11-20 02:55:23,15.7432,-96.4661,78.82,74,79,2.93
326,Beidao,CN,2021-11-20 02:56:23,34.5686,105.8933,43.92,78,100,6.04
327,Bambanglipuro,ID,2021-11-20 02:56:23,-7.95,110.2833,80.74,77,100,2.37
328,Presidencia Roque Saenz Pena,AR,2021-11-20 02:56:23,-26.7852,-60.4388,62.67,66,0,4.05
329,Gore,NZ,2021-11-20 02:56:24,-46.1028,168.9436,62.44,68,100,5.35
330,Horsham,GB,2021-11-20 02:56:24,51.064,-0.3272,52.02,75,75,4.61
331,Berlevag,NO,2021-11-20 02:56:24,70.8578,29.0864,35.11,93,100,24.18
332,Jamkhandi,IN,2021-11-20 02:56:24,16.5167,75.3,73.06,88,100,9.86
333,Mahina,PF,2021-11-20 02:56:25,-17.5065,-149.489,83.97,65,40,11.5
334,Korla,CN,2021-11-20 02:56:25,41.7597,86.1469,31.26,30,0,7.92
335,Uyuni,BO,2021-11-20 02:56:25,-20.4597,-66.825,45.88,10,89,4.97
336,Puerto Penasco,MX,2021-11-20 02:56:25,31.3167,-113.5333,67.91,72,100,1.63
337,Ambilobe,MG,2021-11-20 02:54:18,-13.2,49.05,74.35,80,10,2.75
338,Klyuchi,RU,2021-11-20 02:56:26,52.2667,79.1667,11.57,68,99,16.8
339,Ko Samui,TH,2021-11-20 02:56:00,9.5357,99.9357,85.91,79,20,0.0
340,Coahuayana,MX,2021-11-20 02:56:26,18.7333,-103.6833,73.47,73,8,3.78
341,Pangody,RU,2021-11-20 02:56:26,65.85,74.4859,-6.79,93,99,17.49
342,Pangnirtung,CA,2021-11-20 02:56:26,66.1451,-65.7125,19.26,73,100,8.79
343,Amapa,BR,2021-11-20 02:56:27,1.0,-52.0,73.27,93,55,2.51
344,Isla Mujeres,MX,2021-11-20 02:56:27,21.2311,-86.731,77.16,81,95,10.4
345,Nelson Bay,AU,2021-11-20 02:56:27,-32.7167,152.15,69.85,64,100,7.18
346,Sitka,US,2021-11-20 02:56:27,57.0531,-135.33,26.78,87,100,3.67
347,Qandala,SO,2021-11-20 02:56:28,11.472,49.8728,75.97,50,50,4.29
348,Laguna,US,2021-11-20 02:53:41,38.421,-121.4238,60.8,88,90,1.99
349,Honiara,SB,2021-11-20 02:56:28,-9.4333,159.95,85.82,68,99,4.88
350,Baglung,NP,2021-11-20 02:56:28,28.2719,83.5898,66.4,42,59,1.79
351,Cedar City,US,2021-11-20 02:56:28,37.6775,-113.0619,46.18,38,43,5.68
352,Las Tunas,CU,2021-11-20 02:56:29,20.9617,-76.9511,73.4,92,100,7.0
353,Clyde River,CA,2021-11-20 02:56:29,70.4692,-68.5914,10.63,92,100,20.71
354,Praya,CV,2021-11-20 02:56:29,14.9215,-23.5087,77.54,88,0,5.75
355,Gondar,ET,2021-11-20 02:56:29,12.6,37.4667,55.42,50,4,3.4
356,Muros,ES,2021-11-20 02:56:30,42.7762,-9.0603,57.24,64,75,6.44
357,Acapulco,MX,2021-11-20 02:52:35,16.8634,-99.8901,78.19,83,92,4.61
358,Kruisfontein,ZA,2021-11-20 02:56:30,-34.0033,24.7314,57.96,72,98,2.44
359,Myski,RU,2021-11-20 02:56:30,53.709,87.8014,10.53,91,100,9.17
360,Hede,CN,2021-11-20 02:56:30,33.7681,120.2517,64.85,46,67,10.85
361,Custoias,PT,2021-11-20 02:56:31,41.1053,-7.321,44.04,79,79,3.56
362,Ormara,PK,2021-11-20 02:56:31,25.2088,64.6357,70.86,30,0,9.35
363,Tazovskiy,RU,2021-11-20 02:56:31,67.4667,78.7,-14.35,99,90,10.45
364,Burnie,AU,2021-11-20 02:56:31,-41.0667,145.9167,65.95,37,5,11.05
365,Turukhansk,RU,2021-11-20 02:56:32,65.8167,87.9833,-14.91,89,76,8.21
366,Sibu,MY,2021-11-20 02:52:20,2.3,111.8167,82.71,78,20,5.99
367,Ballina,AU,2021-11-20 02:56:32,-28.8667,153.5667,89.64,63,11,12.66
368,Atherton,GB,2021-11-20 02:56:32,53.5237,-2.4935,51.44,84,74,7.7
369,Ishigaki,JP,2021-11-20 02:56:32,24.3448,124.1572,80.73,69,40,16.11
370,Carnarvon,AU,2021-11-20 02:57:33,-24.8667,113.6333,77.07,61,0,14.97
371,Kirensk,RU,2021-11-20 02:57:33,57.7853,108.1119,2.79,93,99,2.51
372,Wembley,AU,2021-11-20 02:57:33,-31.9333,115.8,79.05,47,0,17.27
373,Ewa Beach,US,2021-11-20 02:57:33,21.3156,-158.0072,81.01,73,10,10.8
374,Arkadelphia,US,2021-11-20 02:57:34,34.1209,-93.0538,45.0,50,93,3.96
375,East Grinstead,GB,2021-11-20 02:57:34,51.1238,-0.0061,51.01,91,75,4.61
376,Jumla,NP,2021-11-20 02:57:34,29.2747,82.1838,53.15,41,97,0.43
377,Angoche,MZ,2021-11-20 02:57:34,-16.2325,39.9086,73.27,94,8,7.81
378,Puerto Vallarta,MX,2021-11-20 02:54:03,20.6204,-105.2307,70.9,77,7,3.47
379,Goure,NE,2021-11-20 02:57:35,13.9835,10.2704,79.02,20,5,8.37
380,Araouane,ML,2021-11-20 02:57:35,18.9048,-3.5265,73.17,26,100,11.05
381,Saint-Pierre,RE,2021-11-20 02:56:22,-21.3393,55.4781,76.28,56,0,5.75
382,Batagay,RU,2021-11-20 02:57:35,67.6333,134.6333,-11.13,98,99,1.32
383,Waipawa,NZ,2021-11-20 02:57:35,-41.4122,175.5153,61.43,33,57,10.2
384,Bam,IR,2021-11-20 02:57:36,29.106,58.357,48.87,33,1,1.97
385,Okato,NZ,2021-11-20 02:57:36,-39.2,173.8833,68.41,47,1,6.35
386,Kiruna,SE,2021-11-20 02:57:36,67.8557,20.2251,11.52,89,60,5.12
387,Rawson,AR,2021-11-20 02:57:36,-43.3002,-65.1023,71.47,35,63,12.66
388,Aasiaat,GL,2021-11-20 02:57:36,68.7098,-52.8699,0.68,87,96,12.64
389,Bengkulu,ID,2021-11-20 02:57:31,-3.8004,102.2655,84.04,64,100,4.79
390,Dunedin,NZ,2021-11-20 02:57:37,-45.8742,170.5036,58.42,77,100,9.57
391,Guerrero Negro,MX,2021-11-20 02:57:37,27.9769,-114.0611,63.28,89,100,9.69
392,Mahibadhoo,MV,2021-11-20 02:57:37,3.7833,72.9667,82.6,71,68,15.82
393,General Cepeda,MX,2021-11-20 02:57:38,25.3833,-101.45,58.15,60,61,3.42
394,Natchitoches,US,2021-11-20 02:57:38,31.7668,-93.1335,43.48,93,1,0.0
395,Karakol,KG,2021-11-20 02:57:38,42.4907,78.3936,18.99,58,0,4.41
396,Usinsk,RU,2021-11-20 02:57:38,65.9939,57.5281,21.13,90,100,19.73
397,La Ronge,CA,2021-11-20 02:57:39,55.1001,-105.2842,26.85,86,90,3.44
398,Tuatapere,NZ,2021-11-20 02:57:39,-46.1333,167.6833,50.38,93,100,2.24
399,Cranbrook,CA,2021-11-20 02:57:39,49.4999,-115.7688,29.84,74,20,0.0
400,Zeerust,ZA,2021-11-20 02:57:39,-25.5369,26.0751,63.41,81,70,14.47
401,Finote Selam,ET,2021-11-20 02:57:40,10.7,37.2667,54.19,68,4,3.6
402,Jarwal,IN,2021-11-20 02:57:40,27.1667,81.55,68.59,49,99,5.21
403,Srednekolymsk,RU,2021-11-20 02:57:40,67.45,153.6833,-1.19,98,100,3.02
404,Berlin,DE,2021-11-20 02:52:50,52.5244,13.4105,54.09,86,75,18.99
405,Scarborough,GB,2021-11-20 02:52:41,54.2797,-0.4044,51.08,81,39,3.0
406,Rio Grande,BR,2021-11-20 02:57:40,-32.035,-52.0986,59.95,69,0,9.73
407,Sao Joao Da Barra,BR,2021-11-20 02:57:41,-21.6403,-41.0511,73.62,97,100,10.16
408,Vanimo,PG,2021-11-20 02:57:41,-2.6741,141.3028,82.85,80,99,4.0
409,Mangrol,IN,2021-11-20 02:57:41,21.1167,70.1167,77.74,70,88,11.23
410,Belmonte,BR,2021-11-20 02:57:41,-15.8631,-38.8828,79.3,85,35,10.58
411,Harsud,IN,2021-11-20 02:57:42,22.1,76.7333,74.77,57,87,6.53
412,Chimbote,PE,2021-11-20 02:57:42,-9.0853,-78.5783,63.1,90,96,6.46
413,Jaque,PA,2021-11-20 02:57:42,7.5175,-78.1703,77.45,87,100,4.63
414,Garissa,KE,2021-11-20 02:57:42,-0.4536,39.6401,77.94,82,87,8.79
415,Chabahar,IR,2021-11-20 02:58:42,25.2919,60.643,70.56,20,0,4.61
416,Port Hedland,AU,2021-11-20 02:58:43,-20.3167,118.5667,96.85,34,37,10.36
417,Cabo San Lucas,MX,2021-11-20 02:58:43,22.8909,-109.9124,73.51,72,1,1.99
418,Kultuk,RU,2021-11-20 02:58:43,51.7208,103.6956,17.6,86,100,7.78
419,Teguldet,RU,2021-11-20 02:58:43,57.3064,88.1667,5.25,91,100,8.14
420,Vao,NC,2021-11-20 02:58:44,-22.6667,167.4833,72.99,78,95,12.71
421,Solnechnyy,RU,2021-11-20 02:58:44,50.7214,136.6319,19.9,73,62,2.51
422,Dawei,MM,2021-11-20 02:58:44,14.0833,98.2,87.35,62,93,1.7
423,Fort Nelson,CA,2021-11-20 02:58:44,58.8053,-122.7002,-0.81,85,20,4.61
424,Alyangula,AU,2021-11-20 02:58:45,-13.8483,136.4192,91.27,55,40,13.8
425,Nurota,UZ,2021-11-20 02:58:45,40.5614,65.6886,23.09,44,0,1.81
426,Iralaya,HN,2021-11-20 02:58:45,15.0,-83.2333,79.39,84,100,11.27
427,Hobyo,SO,2021-11-20 02:58:45,5.3505,48.5268,77.52,68,20,11.34
428,Pacific Grove,US,2021-11-20 02:58:46,36.6177,-121.9166,60.62,92,90,1.99
429,Kodiak,US,2021-11-20 02:58:46,57.79,-152.4072,24.37,84,97,9.4
430,Taywarah,AF,2021-11-20 02:58:46,33.35,64.4167,28.71,44,0,3.51
431,Flinders,AU,2021-11-20 02:58:46,-34.5833,150.8552,72.81,82,100,5.99
432,Ranau,MY,2021-11-20 02:58:47,5.9538,116.6641,81.25,60,28,1.9
433,Yeppoon,AU,2021-11-20 02:58:47,-23.1333,150.7333,85.78,54,0,9.35
434,Westport,US,2021-11-20 02:54:58,41.1415,-73.3579,42.84,62,2,5.01
435,Mao,ES,2021-11-20 02:58:47,39.8885,4.2658,55.96,94,20,6.91
436,Olovyannaya,RU,2021-11-20 02:58:47,50.95,115.5667,16.54,81,72,4.16
437,Kannangad,IN,2021-11-20 02:58:48,12.3081,75.1063,78.82,87,100,2.35
438,Maragogi,BR,2021-11-20 02:58:48,-9.0122,-35.2225,77.56,80,19,10.63
439,Osmena,PH,2021-11-20 02:58:48,10.5208,119.9258,82.78,75,94,8.16
440,Gayeri,BF,2021-11-20 02:58:48,12.6497,0.4931,77.36,18,22,7.58
441,Sao Filipe,CV,2021-11-20 02:58:49,14.8961,-24.4956,78.33,75,100,1.57
442,Avola,IT,2021-11-20 02:58:49,36.9113,15.1395,57.52,78,0,3.6
443,Reyes,BO,2021-11-20 02:58:49,-14.3167,-67.3833,68.52,96,100,1.57
444,Longyearbyen,SJ,2021-11-20 02:58:49,78.2186,15.6401,13.84,52,20,16.11
445,Tamboril,DO,2021-11-20 02:58:49,19.4854,-70.611,74.17,94,20,4.61
446,Longyan,CN,2021-11-20 02:58:50,25.1072,117.0225,74.44,61,8,1.92
447,Saravan,AM,2021-11-20 02:58:50,39.7196,45.6483,18.25,55,43,4.72
448,Thinadhoo,MV,2021-11-20 02:58:50,0.5333,72.9333,82.92,76,100,18.59
449,Maarianhamina,AX,2021-11-20 02:58:50,60.0973,19.9348,40.86,70,20,18.41
450,Kawardha,IN,2021-11-20 02:58:51,22.0167,81.25,71.89,48,100,2.91
451,Santa Vitoria Do Palmar,BR,2021-11-20 02:58:51,-33.5189,-53.3681,60.28,74,0,9.08
452,Srinagar,IN,2021-11-20 02:58:51,34.0833,74.8167,43.95,29,0,0.45
453,Mbouda,CM,2021-11-20 02:58:51,5.6258,10.2552,64.04,84,98,1.5
454,Zhanaozen,KZ,2021-11-20 02:58:52,43.3,52.8,31.39,43,100,9.42
455,Topchanchi,IN,2021-11-20 02:58:52,23.9,86.2,73.2,50,13,2.68
456,Dalvik,IS,2021-11-20 02:57:14,65.9702,-18.5286,31.93,94,100,8.68
457,Marfino,RU,2021-11-20 02:58:52,55.7028,37.3822,34.09,93,75,13.42
458,Naze,JP,2021-11-20 02:58:52,28.3667,129.4833,74.32,73,39,13.91
459,Digras,IN,2021-11-20 02:58:53,20.1167,77.7167,76.17,70,100,6.76
460,Murray Bridge,AU,2021-11-20 02:58:53,-35.1167,139.2667,65.57,50,100,13.06
461,Puerto Del Rosario,ES,2021-11-20 02:58:53,28.5004,-13.8627,60.55,72,23,5.75
462,Vardo,NO,2021-11-20 02:58:53,70.3705,31.1107,35.58,89,100,22.82
463,Sao Jose De Piranhas,BR,2021-11-20 02:58:54,-7.1206,-38.5019,78.85,57,63,9.01
464,Slave Lake,CA,2021-11-20 02:59:54,55.2834,-114.769,28.38,86,90,6.91
465,Rincon,US,2021-11-20 02:59:54,32.296,-81.2354,56.86,79,12,8.03
466,Bani,DO,2021-11-20 02:59:54,18.2833,-70.3333,74.88,81,91,8.68
467,Casablanca,MA,2021-11-20 02:59:55,33.5928,-7.6192,64.33,88,1,18.01
468,Phoenix,US,2021-11-20 02:58:38,33.4484,-112.074,72.81,29,100,3.24
469,Dharampur,IN,2021-11-20 02:59:55,20.5333,73.1833,79.92,61,95,4.56
470,Mitsamiouli,KM,2021-11-20 02:59:55,-11.3847,43.2844,79.3,76,29,11.92
471,Pemberton,CA,2021-11-20 02:59:01,50.3164,-122.8027,33.66,95,50,3.27
472,Celestun,MX,2021-11-20 02:59:55,20.8667,-90.4,77.14,83,95,15.59
473,Mehamn,NO,2021-11-20 02:59:56,71.0357,27.8492,34.2,96,100,24.94
474,Nago,JP,2021-11-20 02:59:56,26.5881,127.9761,78.96,71,36,13.38
475,Salekhard,RU,2021-11-20 02:59:56,66.53,66.6019,5.58,95,100,10.69
476,Campos Belos,BR,2021-11-20 02:59:56,-13.0367,-46.7717,71.13,91,100,2.77
477,Hallein,AT,2021-11-20 02:59:57,47.6833,13.1,44.82,85,7,2.51
478,Yenagoa,NG,2021-11-20 02:59:57,4.9247,6.2642,74.77,92,76,3.18
479,Muncie,US,2021-11-20 02:59:57,40.1934,-85.3864,33.75,74,95,1.01
480,Haflong,IN,2021-11-20 02:59:57,25.1833,93.0333,72.93,52,82,0.63
481,Mount Pleasant,US,2021-11-20 02:56:47,32.7941,-79.8626,50.0,50,20,1.01
482,Broken Hill,AU,2021-11-20 02:59:58,-31.95,141.4333,67.71,73,75,10.36
483,Avera,US,2021-11-20 02:59:58,33.194,-82.5271,47.71,30,13,9.66
484,Dinguiraye,GN,2021-11-20 02:59:58,11.3,-10.7167,70.77,44,5,2.19
485,Le Port,RE,2021-11-20 02:59:58,-20.9373,55.2919,76.6,68,8,8.68
486,Bangassou,CF,2021-11-20 02:59:59,4.7413,22.8184,68.07,96,99,0.13
487,Diamantino,BR,2021-11-20 02:59:59,-14.4086,-56.4461,71.11,99,100,1.03
488,Aykhal,RU,2021-11-20 02:59:59,66.0,111.5,-15.39,99,95,6.55
489,San Patricio,US,2021-11-20 02:59:59,28.017,-97.5169,64.83,67,0,6.35
490,Pribinic,BA,2021-11-20 03:00:00,44.6106,17.6906,30.61,83,77,3.56
491,Santa Margherita Ligure,IT,2021-11-20 03:00:00,44.3346,9.212,57.97,90,11,4.09
492,Nishihara,JP,2021-11-20 03:00:00,26.1842,127.7558,76.28,69,40,12.66
493,Lompoc,US,2021-11-20 03:00:00,34.6391,-120.4579,58.14,90,40,8.05
494,Nouadhibou,MR,2021-11-20 03:00:01,20.931,-17.0347,68.43,74,97,12.1
495,Portobelo,PA,2021-11-20 03:00:01,9.55,-79.65,77.83,81,83,7.87
496,Mastic Beach,US,2021-11-20 03:00:01,40.7668,-72.8521,42.98,59,20,3.0
497,Mayo,US,2021-11-20 03:00:02,38.8876,-76.5119,40.98,66,1,1.99
498,Sawtell,AU,2021-11-20 03:00:02,-30.3833,153.1,78.82,65,75,10.36
499,Bonavista,CA,2021-11-20 02:55:18,48.6499,-53.1147,54.12,83,100,32.53
500,Grindavik,IS,2021-11-20 03:00:02,63.8424,-22.4338,36.07,87,40,18.41
501,Gorontalo,ID,2021-11-20 03:00:03,0.5412,123.0595,90.64,58,81,3.67
502,Manavalakurichi,IN,2021-11-20 03:00:04,8.1333,77.3,82.49,79,83,14.25
503,Ocos,GT,2021-11-20 03:00:04,14.5094,-92.1933,81.0,76,100,2.93
504,Mandera,KE,2021-11-20 03:00:04,3.9366,41.867,75.9,80,33,7.14
505,Suzano,BR,2021-11-20 03:00:05,-23.5425,-46.3108,66.65,98,100,5.75
506,Comodoro Rivadavia,AR,2021-11-20 03:00:06,-45.8667,-67.5,64.89,41,66,10.78
507,Turbat,PK,2021-11-20 03:00:07,26.0023,63.044,62.17,19,0,17.02
508,Rampur,IN,2021-11-20 03:00:07,28.8167,79.0333,67.01,49,100,6.85
509,Nyaunglebin,MM,2021-11-20 03:00:08,17.95,96.7333,80.19,75,50,4.9
510,Sambava,MG,2021-11-20 03:01:09,-14.2667,50.1667,73.62,84,16,5.61
511,Sumbe,AO,2021-11-20 03:01:09,-11.2061,13.8437,77.34,88,100,5.1
512,Rio Gallegos,AR,2021-11-20 03:01:09,-51.6226,-69.2181,46.49,75,66,23.29
513,Batsfjord,NO,2021-11-20 03:01:10,70.6345,29.7185,34.59,96,100,19.73
514,Garut,ID,2021-11-20 03:01:10,-7.2024,107.8878,78.85,73,100,3.04
515,Vallenar,CL,2021-11-20 03:00:25,-28.5708,-70.7581,62.78,65,0,1.41
516,Iisalmi,FI,2021-11-20 03:01:10,63.5592,27.1907,33.82,85,80,8.57
517,Sabang,ID,2021-11-20 03:01:10,5.8933,95.3214,82.26,74,94,11.41
518,Harper,LR,2021-11-20 03:01:11,4.375,-7.7169,78.69,88,7,6.24
519,Mainit,PH,2021-11-20 03:01:11,9.535,125.5231,85.41,69,17,2.33
520,Carutapera,BR,2021-11-20 03:01:11,-1.195,-46.02,78.89,86,49,6.11
521,Denpasar,ID,2021-11-20 03:00:36,-8.65,115.2167,85.66,79,40,3.44
522,Bilma,NE,2021-11-20 03:01:12,18.6853,12.9164,76.64,21,100,8.93
523,Morros,BR,2021-11-20 03:01:12,-9.4467,-46.3003,75.72,72,12,1.95
524,Mairana,BO,2021-11-20 03:01:12,-18.1167,-63.9333,54.91,97,78,2.62
525,Bossangoa,CF,2021-11-20 03:01:12,6.4926,17.4552,72.21,73,53,3.51
526,Vangaindrano,MG,2021-11-20 03:01:13,-23.35,47.6,72.01,89,35,6.24
527,Kenora,CA,2021-11-20 02:56:46,49.8167,-94.4337,33.78,74,40,9.22
528,Kingaroy,AU,2021-11-20 03:01:13,-26.5333,151.8333,88.05,56,13,5.55
529,Touros,BR,2021-11-20 03:01:13,-5.1989,-35.4608,79.84,73,5,15.19
530,Gualeguay,AR,2021-11-20 03:01:13,-33.1416,-59.3097,64.26,49,0,6.24
531,Banff,CA,2021-11-20 03:01:14,51.1762,-115.5698,17.49,99,71,5.17
532,Banjar,ID,2021-11-20 03:01:14,-8.19,114.9675,85.86,95,100,1.92
533,Basoko,CD,2021-11-20 03:01:14,1.2391,23.616,71.08,93,74,1.28
534,Gillette,US,2021-11-20 02:56:35,44.2911,-105.5022,39.24,62,100,0.89
535,Stokmarknes,NO,2021-11-20 03:01:15,68.5646,14.9108,41.49,86,97,10.8
536,Macia,MZ,2021-11-20 03:01:15,-25.0269,33.0989,68.18,89,100,4.09
537,Sisophon,KH,2021-11-20 03:01:15,13.5859,102.9737,84.65,72,90,1.68
538,Eureka,US,2021-11-20 02:57:46,40.8021,-124.1637,53.67,75,84,8.01
539,Mogadishu,SO,2021-11-20 03:00:10,2.0371,45.3438,79.21,80,34,8.37
540,Champerico,GT,2021-11-20 03:01:15,14.3,-91.9167,81.03,78,100,3.74
541,Najran,SA,2021-11-20 03:01:16,17.4924,44.1277,62.91,82,1,5.3
542,Bichena,ET,2021-11-20 03:01:16,10.45,38.2,49.5,58,6,3.71
543,Arak,IR,2021-11-20 03:01:16,34.0917,49.6892,39.67,68,0,2.13
544,Santa Lucia,ES,2021-11-20 03:01:16,27.9117,-15.5407,55.76,70,40,4.61
545,Qiyang,CN,2021-11-20 03:01:17,26.5911,111.8474,63.37,87,98,3.42
546,Havre-Saint-Pierre,CA,2021-11-20 03:01:17,50.2334,-63.5986,33.73,77,48,16.53
547,Inirida,CO,2021-11-20 03:01:17,3.8653,-67.9239,74.08,96,100,2.19
548,San Juan,AR,2021-11-20 03:01:18,-31.5375,-68.5364,79.3,24,29,12.66
549,Viedma,AR,2021-11-20 03:01:18,-40.8135,-62.9967,64.02,49,5,18.39
550,Port Moresby,PG,2021-11-20 03:01:18,-9.4431,147.1797,83.75,78,41,15.5
551,Bol,TD,2021-11-20 03:01:18,13.4586,14.7147,78.76,41,4,14.14
552,Masvingo,ZW,2021-11-20 03:01:19,-20.0637,30.8277,64.89,85,99,8.79
553,Makat,KZ,2021-11-20 03:01:19,47.6469,53.3463,26.89,74,69,14.14
554,Srandakan,ID,2021-11-20 03:02:19,-7.9386,110.2506,80.91,77,100,2.33
555,Owensboro,US,2021-11-20 03:02:19,37.7742,-87.1133,37.45,64,1,9.22
556,Znamenskoye,RU,2021-11-20 03:02:20,57.1281,73.8282,18.73,93,100,9.37
557,Vestmannaeyjar,IS,2021-11-20 03:02:20,63.4427,-20.2734,43.9,74,100,14.99
558,Bolshoye Nagatkino,RU,2021-11-20 03:02:20,54.5196,47.9679,28.89,86,98,12.66
559,Genhe,CN,2021-11-20 03:02:20,50.7833,121.5167,19.24,56,100,1.59
560,Labrea,BR,2021-11-20 03:02:21,-7.2586,-64.7981,72.32,99,100,2.06
561,Kuching,MY,2021-11-20 03:02:21,1.55,110.3333,84.42,79,20,3.44
562,Williams Lake,CA,2021-11-20 03:00:03,52.1415,-122.1445,16.23,89,86,3.76
